linksGatewayPrefilter,,/gateway,/api/gateway.*||,,false,,NOVALIDATE,LINKS-GATEWAY,1plinksgateway.1p.prod1.prod
groups,,/groups,/api/groups.*||,,false,"CORSHeadersFilter",NOVALIDATE,1P_GROUPS,1pgroups.1p.prod1.prod
optionsPreFilter,,/options_method,/api/entitlements.*||/api/groups.*||/api/profile/user.*||,,false,,PASSTHRU,,
CORSHeadersFilter,,,,,false,,PASSTHRU,,
innovationCloudPreFilter,/,/,/5g-sep-analyzer.*||/chemistry-research.*||/examiner-search.*||,,false,,PASSTHRU,INNOVATION_CLOUD_SERVICE,INNOVATION_CLOUD_SERVICE
aaaExecute,,/_execute,/api/_execute.*||,,true,"CORSHeadersFilter",AUTH,ALERTMANAGER,1palertmanager.1p.prod1.prod
aaaConsumerApplication,,/_consumer_application,/api/_consumer_application.*||,,true,"CORSHeadersFilter",AUTH,ALERTMANAGER,1palertmanager.1p.prod1.prod
aaaAlertEmail,,/_alert_email,/api/_alert_email.*||,,true,"CORSHeadersFilter",AUTH,ALERTMANAGER,1palertmanager.1p.prod1.prod
1palertmanagerPreFilter,,/alerts,/alerts.*||,,false,,NOVALIDATE,ALERTMANAGER,1palertmanager.1p.prod1.prod
userProfilev2Service,/api/v2users,/users,/api/v2users.*||,,false,"CORSHeadersFilter",AUTH,PROFILEV2,1pprofile.1p.prod1.prod
userProfilev2NoAuthService,/api/v2users,/users,/api/v2users/.*/media/image||/api/v2users/user/[a-fA-F0-9-]+$||,,false,"CORSHeadersFilter",NOVALIDATE,PROFILEV2,1pprofile.1p.prod1.prod
cdxPreFilter,/cdx,/,/cdx.*||,,false,,NOVALIDATE,CDX_SEED,cdxseed.1p.prod1.prod
cddifiltersPreFilter,,/filters,/api/cddi/filters.*||,,false,,AUTH,CDDIFILTERS,CDDIFILTERS.1p.prod1.prod
aaaPreFilter,/aaa,/,/aaa.*||,,true,,NOVALIDATE,ALERTS_ADMIN,alertsadmin.1p.prod1.prod
cortellisSearchPreFilter,,/cortellissearchapi,/api/cortellis/search/.*||,,false,,AUTH,CORTELLISSEARCHAPI,cortellissearchapi.cortellis.produs.prod
wppDataServicePreFilter,/api/wpp,/,/api/wpp/.*||,,false,,AUTH,WPP_DATA_SERVICE,publisherportaldataservice.scholarone.prod1.prod
links,,/links,/api/links.*||,,true,,NOVALIDATE,links,woslinks.1p.prod1.prod
links-entitlements,,/entitlements,/api/links/entitlements.*||,,true,,NOVALIDATE,links-entitlements,1plinksentitlements.1p.prod1.prod
cgiTypeaheadPreFilter,,/suggest,/api/generics/suggest.*||,,false,,AUTH,CGI_TYPEAHEAD,nptypeahead.newport.produs.prod
cgiApiPreFilter,/api/generics,/,/api/generics/api.*||,,false,,AUTH,CGI_API,npapi.newport.produs.prod
cgiAlertsPreFilter,/api/generics,/,/api/generics/alerts.*||,,false,,AUTH,CGI_ALERTS,npalerts.newport.produs.prod
cgiExportPreFilter,/api/generics,/,/api/generics/export.*||,,false,,AUTH,CGI_EXPORT,npexport.newport.produs.prod
mwsBridge,,/bridge/mws,/api/bridge/mws/.*||,,false,,NOVALIDATE,MWSBRIDGE,1pmwsbridge.1p.prod1.prod
DecorationPreFilter,,,/.*||,,false,,PASSTHRU,,
EntitlementPreFilter,,,/.*||,,false,,PASSTHRU,,
